#Acq. time (s)=	10
#Accumulations=	4
#Range (cm-¹)=	60...4000
#Windows=	2
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-60.1
#Instrument=	XploRA Plus
#Detector=	Syncerity OE
#Objective=	x50_VIS_LWD
#Grating=	1200 (750nm)
#Filter=	50%
#Laser=	532nm_Edge
#Slit (µm)=	100 
#Hole (µm)=	300 
#Temperature=	0
#StageXY=	75x50mm Scan+
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	-0.2
#Full time(mm:ss)=	1:30
#Project=	
#Sample=	
#Site=	
#Title=	cubic_zirconia_16_10_54_2026_04_01_4_10 s_532nm_Edge_1200 (750nm)_x50_VIS_LWD_100 µm_300 µm_50%
#Remark=	
#Date=	01.04.2026 16:11
#Acquired=	01.04.2026 16:11:09
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
62.8738	6467
66.1253	6929
69.3736	7313.67
72.6208	7594.33
75.869	7711
79.1139	7817.67
82.3577	7887.67
85.6003	7993
88.844	7933.67
92.0844	7985
95.3237	8026.33
98.5619	8041.67
101.799	8039
105.035	8100.33
108.27	8164.33
111.503	8262.33
114.736	8377
117.967	8433.67
121.196	8578.33
124.425	8707.67
127.653	8902.33
130.88	9031
134.104	9153
137.328	9376.33
140.552	9530.33
143.773	9723
146.994	9839.67
150.212	10046.3
153.431	10238.3
156.647	10341.7
159.862	10316.3
163.078	10310.3
166.291	10325.7
169.502	10237
172.713	10181.7
175.924	10115.7
179.132	9983
182.339	9953.67
185.545	9911.67
188.75	9969
191.954	9975.67
195.157	9945.67
198.358	9968.33
201.559	9956.33
204.758	9975.67
207.954	10121.7
211.152	10072.3
214.348	10175.7
217.543	10257.7
220.734	10349
223.927	10375
227.117	10514.3
230.307	10628.3
233.495	10662.3
236.683	10725
239.868	10859
243.055	10830.3
246.238	10950.3
249.42	10975
252.603	11071
255.782	11116.3
258.961	11139
262.139	11214.3
265.315	11295.7
268.49	11275.7
271.665	11397
274.838	11429
278.01	11477
281.181	11611
284.351	11791
287.52	11867.7
290.688	12145.7
293.852	12319
297.018	12703.7
300.183	13149.7
303.344	13604.3
306.506	14121.7
309.665	14609.7
312.826	15028.3
315.983	15161.7
319.141	15003
322.296	14816.3
325.45	14303.7
328.604	13785.7
331.756	13264.3
334.907	12856.3
338.056	12482.3
341.205	12228.3
344.352	12262.3
347.498	12341
350.643	12516.3
353.788	12761
356.931	13027
360.073	13386.3
363.214	13797
366.353	14168.3
369.49	14681.7
372.628	15021
375.765	15255
378.898	15455
382.033	15475.7
385.164	15391
388.296	15406.3
391.426	15201
394.556	15145
397.683	14971.7
400.809	15047.7
403.936	15120.3
407.06	15202.3
410.183	15312.3
413.305	15353
416.426	15575.7
419.545	15676.3
422.664	15840.3
425.781	15985.7
428.898	15969.7
432.013	16002.3
435.128	15959
438.239	15851
441.351	15813.7
444.463	15798.3
447.571	15820.3
450.68	15867.7
453.786	15790.3
456.893	15870.3
459.997	15953
463.102	16029.7
466.204	16039.7
469.305	16161
472.406	16113
475.505	16137.7
478.603	16037
481.699	15781.7
484.795	15576.3
487.889	15343
490.983	15195
494.075	15197.7
497.166	15282.3
500.257	15107.7
503.346	15213.7
506.434	15277
509.519	15189.7
512.606	15121.7
515.691	15105.7
518.773	15139.7
521.856	15031.7
524.936	15010.3
528.017	15085
531.094	15181.7
534.171	15207.7
537.247	15289
540.324	15421.7
543.398	15617.7
546.47	15576.3
549.542	15825.7
552.613	15782.3
555.682	15948.3
558.751	16001
561.818	15915
564.885	15890.3
567.95	15898.3
571.013	15981
574.076	15823
577.138	15830.3
580.198	15819
583.258	15697
586.315	15524.3
589.374	15604.3
592.429	15551
595.485	15465.7
598.538	15429.7
601.59	15306.3
604.643	15204.3
607.693	15105
610.743	15012.3
613.791	14667
616.838	14388.3
619.884	13779
622.929	13263
625.973	12547.7
629.013	11745
632.055	10853.7
635.096	10053
638.136	9303.67
641.173	8761
644.211	8203.67
647.246	7831.67
650.282	7507.67
653.314	7259.67
656.348	7081
659.379	6901.67
662.409	6781
665.437	6815
668.465	6817.67
671.494	6735
674.52	6694.33
677.544	6680.33
680.568	6640.33
683.589	6613.67
686.61	6567.67
689.631	6570.33
692.651	6524.33
695.669	6487.67
698.685	6463
701.702	6433
704.715	6334.33
707.73	6346.33
710.742	6259
713.754	6107
716.764	6037.67
719.772	6019.67
722.78	5885.67
725.789	5799.67
728.794	5703.67
731.799	5629
734.802	5531.67
737.805	5488.33
740.807	5381
743.807	5396.33
746.805	5300.33
749.804	5279.67
752.801	5239.67
755.796	5187
758.792	5175.67
761.786	5185
764.778	5180.33
767.769	5095
770.76	5151
773.749	5132.33
776.737	5093
779.725	5118.33
782.711	5158.33
785.696	5163.67
788.68	5183.67
791.662	5165
794.644	5154.33
797.625	5145.67
800.605	5197.67
803.582	5174.33
806.559	5235
809.536	5241.67
812.51	5296.33
815.485	5277
818.457	5319.67
821.43	5368.33
824.4	5402.33
827.369	5398.33
830.339	5517.67
833.306	5552.33
836.272	5629.67
839.237	5659
842.201	5695.67
845.164	5760.33
848.126	5845
851.087	5914.33
854.047	5883.67
857.007	6026.33
859.963	6038.33
862.92	6131.67
865.876	6215
868.83	6229
871.784	6350.33
874.735	6355.67
877.686	6437
880.637	6529.67
883.586	6545
886.533	6594.33
889.48	6730.33
892.425	6780.33
895.37	6820.33
898.313	6906.33
901.256	6987.67
904.198	7012.33
907.138	7044.33
910.078	7147
913.015	7113.67
915.953	7143.67
918.888	7236.33
921.824	7257
924.757	7315.67
927.691	7325
930.622	7299
933.552	7399.67
936.481	7417
939.411	7488.33
942.338	7487
945.264	7448.33
948.19	7492.33
951.114	7526.33
954.035	7519.67
956.958	7579.67
959.879	7531
962.8	7625
965.717	7589
968.636	7653
971.552	7615.67
974.468	7672.33
977.382	7647
980.295	7607.67
983.209	7631
986.12	7625
989.03	7581.67
991.939	7545
994.847	7526.33
997.754	7455.67
1000.66	7387.67
1003.57	7336.33
1006.47	7223.67
1009.37	7181
1012.27	7119.67
1015.17	6962.33
1018.07	6899
1020.97	6777.67
1023.87	6709
1026.77	6581.67
1029.66	6511
1032.56	6436.33
1035.45	6298.33
1038.34	6267
1041.23	6073
1044.12	6023.67
1047.01	5892.33
1049.9	5816.33
1052.78	5725
1055.67	5613
1058.56	5536.33
1061.44	5472.33
1064.32	5299
1067.2	5291.71
1070.08	5203.75
1072.96	5050.46
1075.84	4968.51
1078.72	4907.22
1081.6	4779.93
1084.47	4779.97
1087.35	4610.68
1090.22	4577.39
1093.09	4479.44
1095.96	4385.48
1098.83	4310.19
1101.7	4216.9
1104.57	4117.61
1107.43	4030.32
1110.3	3971.7
1113.16	3917.74
1116.03	3788.45
1118.89	3735.83
1121.75	3677.2
1124.61	3569.91
1127.47	3565.29
1130.33	3498.67
1133.19	3360.05
1136.04	3345.42
1138.9	3283.47
1141.75	3216.84
1144.61	3134.22
1147.46	3069.6
1150.31	3043.64
1153.16	3001.02
1156.01	2919.73
1158.86	2838.44
1161.7	2817.81
1164.55	2817.19
1167.39	2775.9
1170.24	2742.61
1173.08	2701.99
1175.92	2678.7
1178.76	2590.74
1181.6	2603.45
1184.44	2559.5
1187.28	2580.21
1190.12	2520.92
1192.95	2547.63
1195.79	2506.34
1198.62	2473.71
1201.45	2420.42
1204.28	2455.8
1207.11	2439.18
1209.94	2420.55
1212.77	2425.26
1215.6	2414.64
1218.42	2346.69
1221.25	2356.73
1224.07	2318.11
1226.9	2294.15
1229.72	2308.86
1232.54	2278.24
1235.36	2310.28
1238.18	2272.99
1241	2268.37
1243.81	2264.41
1246.63	2205.12
1249.44	2224.5
1252.26	2233.87
1255.07	2176.58
1257.88	2175.96
1260.69	2150.67
1263.5	2180.72
1266.31	2170.76
1269.12	2158.14
1271.92	2164.85
1274.73	2163.56
1277.53	2193.6
1280.34	2134.98
1283.14	2132.35
1285.94	2184.4
1288.74	2156.44
1291.54	2165.15
1294.34	2138.53
1297.14	2142.57
1299.93	2152.61
1302.73	2180.66
1305.52	2149.37
1308.31	2146.75
1311.11	2143.46
1313.9	2130.83
1316.69	2129.54
1319.48	2101.59
1322.26	2138.96
1325.05	2153.01
1327.84	2113.72
1330.62	2125.09
1333.41	2107.8
1336.19	2085.85
1338.97	2080.56
1341.75	2096.6
1344.53	2067.98
1347.31	2053.36
1350.09	2060.73
1352.87	2036.11
1355.64	2048.82
1358.42	2034.2
1361.19	2020.24
1363.96	2020.95
1366.74	2014.99
1369.51	2004.37
1372.28	1993.75
1375.04	1983.79
1377.81	1997.83
1380.58	1989.21
1383.34	1981.92
1386.11	1958.63
1388.87	2000.01
1391.63	1940.05
1394.4	1929.43
1397.16	1967.47
1399.92	1956.85
1402.67	1942.89
1405.43	1948.27
1408.19	1941.65
1410.95	1906.36
1413.7	1970.4
1416.45	1954.44
1419.21	1937.82
1421.96	1951.86
1424.71	1957.24
1427.46	1905.95
1430.21	1910.66
1432.95	1936.71
1435.7	1895.42
1438.45	1929.46
1441.19	1912.17
1443.93	1880.21
1446.68	1886.26
1449.42	1880.3
1452.16	1859.68
1454.9	1877.05
1457.64	1835.76
1460.37	1811.81
1463.11	1811.18
1465.85	1839.23
1468.58	1809.27
1471.31	1811.31
1474.05	1788.03
1476.78	1776.74
1479.51	1730.11
1482.24	1750.16
1484.97	1728.87
1487.69	1748.91
1490.42	1746.95
1493.15	1725.66
1495.87	1737.71
1498.59	1721.08
1501.32	1709.79
1504.04	1737.84
1506.76	1707.21
1509.48	1717.26
1512.2	1759.97
1514.91	1730.01
1517.63	1732.06
1520.35	1705.43
1523.06	1689.48
1525.77	1700.19
1528.49	1703.56
1531.2	1706.94
1533.91	1670.98
1536.62	1669.69
1539.33	1668.4
1542.04	1678.45
1544.74	1692.49
1547.45	1664.53
1550.15	1689.91
1552.85	1690.62
1555.56	1669.33
1558.26	1678.04
1560.96	1657.42
1563.66	1676.13
1566.36	1658.84
1569.06	1628.22
1571.75	1638.26
1574.45	1653.64
1577.14	1635.01
1579.84	1656.39
1582.53	1652.43
1585.22	1638.48
1587.91	1639.19
1590.6	1651.23
1593.29	1637.94
1595.98	1636.65
1598.67	1644.7
1601.35	1635.41
1604.04	1634.78
1606.72	1594.16
1609.4	1622.2
1612.09	1629.58
1614.77	1635.62
1617.45	1623
1620.13	1625.71
1622.8	1601.75
1625.48	1603.13
1628.16	1629.17
1630.83	1620.55
1633.51	1647.93
1636.18	1652.64
1638.85	1626.02
1641.52	1630.06
1644.19	1625.44
1646.86	1648.81
1649.53	1632.86
1652.2	1632.9
1654.86	1619.61
1657.53	1631.65
1660.2	1656.36
1662.86	1646.41
1665.52	1615.78
1668.18	1643.83
1670.84	1635.2
1673.5	1591.91
1676.16	1615.96
1678.82	1589.34
1681.47	1612.05
1684.13	1607.42
1686.79	1567.47
1689.44	1554.84
1692.09	1577.55
1694.74	1595.6
1697.39	1618.31
1700.04	1581.02
1702.69	1612.39
1705.34	1609.1
1707.99	1606.48
1710.64	1601.86
1713.28	1599.23
1715.92	1581.94
1718.57	1635.99
1721.21	1635.37
1723.85	1600.08
1726.49	1580.12
1729.13	1624.16
1731.77	1577.54
1734.41	1574.92
1737.04	1571.63
1739.68	1583
1742.31	1601.05
1744.94	1593.76
1747.58	1590.47
1750.21	1592.51
1752.84	1583.22
1755.47	1613.93
1758.1	1595.97
1760.73	1609.35
1763.35	1599.4
1765.98	1596.77
1768.6	1639.48
1771.23	1584.86
1773.85	1600.24
1776.47	1576.95
1779.09	1566.32
1781.71	1603.03
1784.33	1585.74
1786.95	1578.45
1789.57	1605.16
1792.18	1599.87
1794.8	1573.92
1797.41	1583.96
1800.03	1539.34
1802.64	1567.38
1805.25	1601.43
1807.86	1594.8
1810.47	1577.51
1813.08	1588.22
1815.69	1578.27
1818.29	1574.98
1820.9	1566.35
1823.5	1564.4
1826.11	1589.77
1828.71	1584.48
1831.31	1575.86
1833.91	1607.24
1836.51	1592.61
1839.11	1587.99
1841.71	1586.7
1844.31	1586.75
1846.9	1585.46
1849.5	1586.83
1852.09	1614.21
1854.69	1602.25
1857.28	1604.96
1859.87	1607.01
1862.46	1617.05
1865.05	1610.43
1867.64	1605.8
1870.23	1613.85
1872.81	1613.89
1875.4	1617.27
1877.98	1589.98
1880.57	1621.36
1883.15	1635.4
1885.73	1642.11
1888.31	1600.15
1890.89	1601.53
1893.47	1632.91
1896.05	1586.95
1898.63	1601.66
1901.2	1595.04
1903.78	1615.08
1906.35	1603.79
1908.93	1631.83
1911.5	1618.54
1914.07	1596.59
1916.64	1602.63
1919.21	1593.34
1921.78	1602.05
1924.35	1590.76
1926.92	1606.81
1929.48	1591.52
1932.05	1615.56
1934.61	1599.6
1937.17	1596.31
1939.74	1613.02
1942.3	1629.73
1944.86	1629.78
1947.42	1620.49
1949.98	1621.2
1952.53	1614.57
1955.09	1618.62
1957.65	1607.33
1960.2	1634.71
1962.76	1665.42
1965.31	1664.79
1967.86	1632.84
1970.41	1660.21
1972.96	1661.59
1975.51	1639.63
1978.06	1655.68
1980.61	1679.72
1983.15	1647.1
1985.7	1674.47
1988.24	1671.85
1990.79	1649.89
1993.33	1702.6
1995.87	1659.98
1998.41	1671.36
2000.95	1650.07
2003.49	1678.11
2006.03	1679.49
2008.57	1654.87
2011.1	1664.24
2013.64	1662.95
2016.17	1653
2018.71	1659.04
2021.24	1682.42
2023.77	1656.46
2026.3	1657.84
2028.83	1689.88
2031.36	1668.59
2033.89	1667.3
2036.41	1672.68
2038.94	1684.72
2041.47	1683.43
2043.99	1674.81
2046.51	1658.85
2049.04	1652.9
2051.56	1672.94
2054.08	1675.65
2056.6	1681.03
2059.12	1689.74
2061.63	1683.78
2064.15	1675.16
2066.67	1665.2
2069.18	1689.91
2071.7	1715.96
2074.21	1708.67
2076.72	1713.38
2079.23	1725.42
2081.74	1712.13
2084.25	1695.51
2086.76	1686.88
2089.27	1774.26
2091.78	1712.3
2094.28	1735.01
2096.79	1742.39
2099.29	1752.43
2101.8	1737.81
2104.3	1738.52
2106.8	1801.23
2109.3	1753.94
2111.8	1759.32
2114.3	1767.36
2116.79	1788.74
2119.29	1782.12
2121.79	1774.83
2124.28	1812.87
2126.78	1807.58
2129.27	1782.96
2131.76	1785.67
2134.25	1806.38
2136.74	1831.09
2139.23	1815.8
2141.72	1790.51
2144.21	1765.88
2146.7	1810.59
2149.18	1774.64
2151.67	1794.68
2154.15	1767.39
2156.63	1765.44
2159.12	1764.15
2161.6	1752.19
2164.08	1786.23
2166.56	1783.61
2169.04	1766.32
