##NAMES=PhenoxyResin
##MID=0020001
##IDEAL CHEMISTRY=C_x_O_x_H_x
##LOCALITY=x
##OWNER=WILEY
##SOURCE=x
##DESCRIPTION=clear pellets
##STATUS=clearly identified
##URL=x
##MEASURED CHEMISTRY=C_x_O_x_H_x
199.02, -4.39
199.45, -4.21
199.87, -3.83
200.29, -3.27
200.71, -2.34
201.14, -1.22
201.56, -0.29
201.98, 1.20
202.41, 1.94
202.83, 2.32
203.25, 2.13
203.68, 1.76
204.10, 0.83
204.52, 0.27
204.95, -0.29
205.37, -0.67
205.79, -1.22
206.22, -1.41
206.64, -1.78
207.06, -1.78
207.49, -1.78
207.91, -1.78
208.33, -1.97
208.76, -2.72
209.18, -3.09
209.60, -3.83
210.02, -4.21
210.45, -4.39
210.87, -4.21
211.29, -3.65
211.72, -2.72
212.14, -1.41
212.56, -0.29
212.99, 0.83
213.41, 1.94
213.83, 2.69
214.26, 3.62
214.68, 4.93
215.10, 6.23
215.53, 7.53
215.95, 9.21
216.37, 11.08
216.80, 12.94
217.22, 14.80
217.64, 16.67
218.06, 18.34
218.49, 20.02
218.91, 21.33
219.33, 22.44
219.76, 23.38
220.18, 24.12
220.60, 25.05
221.03, 25.80
221.45, 26.36
221.87, 26.54
222.30, 26.73
222.72, 26.92
223.14, 26.92
223.57, 27.10
223.99, 27.48
224.41, 27.66
224.84, 28.04
225.26, 28.22
225.68, 28.78
226.11, 29.71
226.53, 30.46
226.95, 31.20
227.37, 31.58
227.80, 31.76
228.22, 31.39
228.64, 31.02
229.07, 30.27
229.49, 29.90
229.91, 30.09
230.34, 30.64
230.76, 31.39
231.18, 32.51
231.61, 33.63
232.03, 35.12
232.45, 36.61
232.88, 38.10
233.30, 39.78
233.72, 41.08
234.15, 42.39
234.57, 44.06
234.99, 45.55
235.42, 47.60
235.84, 49.28
236.26, 50.77
236.68, 52.08
237.11, 52.82
237.53, 53.94
237.95, 54.69
238.38, 55.80
238.80, 56.74
239.22, 57.85
239.65, 58.97
240.07, 59.72
240.49, 60.46
240.92, 61.02
241.34, 61.21
241.76, 60.84
242.19, 60.09
242.61, 59.16
243.03, 58.04
243.46, 56.92
243.88, 56.55
244.30, 56.55
244.73, 56.92
245.15, 57.30
245.57, 57.67
245.99, 57.85
246.42, 57.48
246.84, 56.74
247.26, 55.80
247.69, 54.31
248.11, 52.64
248.53, 50.40
248.96, 48.16
249.38, 45.37
249.80, 42.57
250.23, 39.40
250.65, 36.05
251.07, 33.07
251.50, 30.27
251.92, 27.66
252.34, 25.99
252.77, 24.49
253.19, 23.56
253.61, 23.19
254.03, 23.00
254.46, 23.19
254.88, 23.19
255.30, 23.38
255.73, 23.19
256.15, 23.19
256.57, 22.82
257.00, 22.63
257.42, 22.26
257.84, 21.89
258.27, 21.70
258.69, 21.33
259.11, 21.33
259.54, 20.95
259.96, 20.21
260.38, 19.09
260.81, 17.60
261.23, 15.92
261.65, 14.06
262.08, 12.38
262.50, 10.89
262.92, 9.58
263.34, 9.03
263.77, 8.65
264.19, 8.84
264.61, 9.40
265.04, 10.14
265.46, 10.70
265.88, 11.08
266.31, 11.45
266.73, 11.82
267.15, 12.38
267.58, 12.94
268.00, 13.31
268.42, 13.87
268.85, 14.06
269.27, 13.31
269.69, 12.38
270.12, 10.89
270.54, 9.21
270.96, 7.35
271.39, 5.67
271.81, 4.55
272.23, 3.43
272.65, 2.88
273.08, 2.69
273.50, 2.69
273.92, 3.25
274.35, 3.99
274.77, 4.93
275.19, 5.48
275.62, 6.23
276.04, 6.79
276.46, 7.53
276.89, 8.28
277.31, 9.03
277.73, 9.40
278.16, 9.77
278.58, 9.58
279.00, 9.21
279.43, 8.28
279.85, 7.53
280.27, 6.42
280.69, 5.30
281.12, 4.18
281.54, 3.25
281.96, 2.32
282.39, 1.94
282.81, 1.76
283.23, 1.94
283.66, 2.32
284.08, 3.06
284.50, 3.62
284.93, 3.99
285.35, 4.37
285.77, 4.93
286.20, 5.86
286.62, 6.60
287.04, 7.53
287.47, 8.09
287.89, 8.28
288.31, 7.72
288.74, 6.79
289.16, 5.30
289.58, 3.43
290.00, 1.38
290.43, -0.29
290.85, -1.97
291.27, -2.90
291.70, -3.83
292.12, -4.02
292.54, -4.21
292.97, -4.39
293.39, -4.02
293.81, -3.46
294.24, -2.72
294.66, -1.97
295.08, -0.67
295.51, 0.64
295.93, 1.94
296.35, 3.06
296.78, 3.99
297.20, 4.93
297.62, 5.67
298.05, 6.04
298.47, 5.67
298.89, 5.11
299.31, 4.74
299.74, 4.37
300.16, 3.62
300.58, 3.25
301.01, 3.06
301.43, 3.06
301.85, 3.06
302.28, 2.69
302.70, 2.69
303.12, 3.25
303.55, 3.81
303.97, 4.55
304.39, 5.11
304.82, 5.11
305.24, 4.55
305.66, 3.81
306.09, 3.06
