source,name,formula,class,collapsed_spectra_count
RRUFF,Bobdownsite,Ca9Mg(PO3F)(PO4)6,Phosphates,54
RRUFF,Bobfergusonite,[box]Na2Mn^2+^5Fe^3+^Al(PO4)6,Phosphates,6
RRUFF,Bobierrite,Mg3(PO4)2·8H2O,Phosphates,6
RRUFF,Bobjonesite,V^4+^O(SO4)·3H2O,Sulfates,12
RRUFF,Bobkingite,Cu5Cl2(OH)8·2H2O,Oxides / hydroxides,6
RRUFF,Bobmeyerite,Pb4(Al3Cu)(Si4O12)(S0.5Si0.5O4)(OH)7Cl(H2O)3,Silicates,6
RRUFF,Bobtraillite,"(Na,[box])12([box],Na)12Sr12Zr14(Si3O9)10[Si2BO7(OH)2]6·12H2O",Silicates,7
RRUFF,Bohmite,AlO(OH),Oxides / hydroxides,16
RRUFF,Bokite,"(Al,Fe)1.3(V^5+^,V^4+^,Fe^3+^)8O20·7.5H2O",Oxides / hydroxides,2
RRUFF,Boleite,KAg9Pb26Cu24Cl62(OH)48,Oxides / hydroxides,22
RRUFF,Boltwoodite,"(K,Na)(UO2)(SiO3OH)·1.5H2O",Silicates,6
RRUFF,Bonattite,Cu(SO4)·3H2O,Sulfates,12
RRUFF,Bonazziite,As4S4,Sulfides,6
RRUFF,Boojumite,Pb8O4(OH)2(S2O3)3,Oxides / hydroxides,3
RRUFF,Boracite,Mg3B7O13Cl,Oxides / hydroxides,14
RRUFF,Borax,Na2B4O5(OH)4·8H2O,Oxides / hydroxides,8
RRUFF,Borcarite,Ca4MgB4O6(CO3)2(OH)6,Carbonates,12
RRUFF,Bornite,Cu5FeS4,Sulfides,12
RRUFF,Borocookeite,LiAl4(Si3B)O10(OH)8,Silicates,8
RRUFF,Boromuscovite,KAl2(Si3B)O10(OH)2,Silicates,6
RRUFF,Bortolanite,Ca2(Ca1.5Zr0.5)Na(NaCa)Ti(Si2O7)2(OF)F2,Silicates,2
RRUFF,Botallackite,Cu2Cl(OH)3,Oxides / hydroxides,12
RRUFF,Botryogen,MgFe^3+^(SO4)2(OH)·7H2O,Sulfates,14
RRUFF,Bottinoite,NiSb^5+^2(OH)12·6H2O,Oxides / hydroxides,6
RRUFF,Boulangerite,Pb5Sb4S11,Sulfides,4
RRUFF,Bournonite,CuPbSbS3,Sulfides,46
RRUFF,Bouskaite,(MoO2)2O(SO3OH)2(H2O)2·2H2O,Sulfates,6
RRUFF,Boussingaultite,(NH4)2Mg(SO4)2·6H2O,Sulfates,12
RRUFF,Bowieite,Rh2S3,Sulfides,7
RRUFF,Braccoite,NaMn^2+^5[Si5O14(OH)](AsO3)(OH),Silicates,3
RRUFF,Brackebuschite,Pb2Mn^3+^(VO4)2(OH),Vanadates,14
RRUFF,Bradaczekite,NaCuCuCu2(AsO4)3,Arsenates,7
RRUFF,Braggite,PdPt3S4,Sulfides,8
RRUFF,Braitschite-(Ce),"Ca6.15Na0.85REE2.08[B6O7(OH)3(O,OH)3]4·H2O",Oxides / hydroxides,8
RRUFF,Brandtite,Ca2Mn^2+^(AsO4)2·2H2O,Arsenates,6
RRUFF,Brannerite,UTi2O6,Oxides / hydroxides,10
RRUFF,Brannockite,KSn2(Li3Si12)O30,Silicates,14
RRUFF,Brassite,Mg(AsO3OH)·4H2O,Sulfates,6
RRUFF,Braunite,Mn^2+^Mn^3+^6O8(SiO4),Silicates,86
RRUFF,Brazilianite,NaAl3(PO4)2(OH)4,Phosphates,121
RRUFF,Breithauptite,NiSb,Other classes,6
RRUFF,Brendelite,"(Bi,Pb)2(Fe^3+^,Fe^2+^)O2(OH)(PO4)",Phosphates,6
RRUFF,Brenkite,Ca2(CO3)F2,Carbonates,8
RRUFF,Brewsterite-Ba,Ba(Al2Si6)O16·5H2O,Silicates,6
RRUFF,Brewsterite-Sr,Sr(Al2Si6)O16·5H2O,Silicates,7
RRUFF,Brezinaite,Cr3S4,Sulfides,7
RRUFF,Brianyoungite,Zn3(CO3)(OH)4,Carbonates,6
RRUFF,Britholite-(Ce),"(Ce,Ca)5(SiO4)3(OH)",Silicates,5
RRUFF,Britvinite,Pb14Mg9(Si10O28)(BO3)4(CO3)2(OH)12F2,Silicates,7
RRUFF,Brizziite,NaSbO3,Borates,8
RRUFF,Brochantite,Cu4(SO4)(OH)6,Sulfates,22
RRUFF,Bromargyrite,AgBr,Halides,14
RRUFF,Bromellite,BeO,Oxides / hydroxides,2
RRUFF,Brookite,TiO2,Oxides / hydroxides,72
RRUFF,Brownmillerite,Ca2Fe^3+^AlO5,Oxides / hydroxides,6
RRUFF,Brucite,Mg(OH)2,Oxides / hydroxides,32
RRUFF,Brunogeierite,Fe^2+^2Ge^4+^O4,Oxides / hydroxides,8
RRUFF,Brushite,Ca(PO3OH)·2H2O,Oxides / hydroxides,6
RRUFF,Buddingtonite,(NH4)(AlSi3)O8,Silicates,6
RRUFF,Bukovskyite,Fe^3+^2(AsO4)(SO4)(OH)·7H2O,Arsenates,6
RRUFF,Bulachite,Al6(AsO4)3(OH)9(H2O)4·2H2O,Arsenates,6
RRUFF,Bultfonteinite,Ca2SiO3(OH)F·H2O,Silicates,8
RRUFF,Bunsenite,NiO,Oxides / hydroxides,8
RRUFF,Burangaite,NaFe^2+^Al5(PO4)4(OH)6·2H2O,Phosphates,6
RRUFF,Burbankite,"(Na,Ca)3(Sr,Ba,Ce)3(CO3)5",Carbonates,19
RRUFF,Burkeite,Na4(SO4)(CO3),Carbonates,8
RRUFF,Burroite,Ca2(NH4)2(V10O28)·15H2O,Oxides / hydroxides,3
RRUFF,Buseckite,"(Fe,Zn,Mn)S",Sulfides,2
RRUFF,Buserite,Na4Mn14O27·21H2O(?),Oxides / hydroxides,8
RRUFF,Bussyite-(Ce),"(Ce,REE)3(Na,H2O)6MnSi9Be5(O,OH)30F4",Silicates,8
RRUFF,Bustamite,Mn2Ca2MnCa(Si3O9)2,Silicates,56
RRUFF,Butlerite,Fe^3+^(SO4)(OH)·2H2O,Sulfates,6
RRUFF,Buttgenbachite,Cu36(NO3)2Cl8(OH)62·nH2O,Nitrates,8
RRUFF,Bystrite,Na7Ca(Al6Si6)O24(S5)^2-^Cl^1-^,Silicates,6
RRUFF,Cabalzarite,CaMg2(AsO4)2·2H2O,Arsenates,6
RRUFF,Cabrerite,NiMg2(AsO4)2·8H2O,Arsenates,3
RRUFF,Cacoxenite,Fe^3+^24AlO6(PO4)17(OH)12·75H2O,Phosphates,6
RRUFF,Cadmoindite,CdIn2S4,Sulfides,6
RRUFF,Cafarsite,"(Ca,Na,[box])19Ti8Fe^3+^4Fe^2+^4(AsO3)28F",Sulfates,8
RRUFF,Cafetite,CaTi2O5·H2O,Oxides / hydroxides,6
RRUFF,Caffeine,?,Unknown formula,6
RRUFF,Cahnite,Ca2B(AsO4)(OH)4,Arsenates,12
RRUFF,Cairncrossite,Sr2Ca7-xNa2x(Si4O10)4(OH)2(H2O)15-x,Silicates,3
RRUFF,Calaverite,AuTe2,Other classes,20
RRUFF,Calcioancylite-(Ce),"(Ce,Ca,Sr)(CO3)(OH,H2O)",Carbonates,16
RRUFF,Calcioancylite-(La),(LaCa)(CO3)2(OH)(H2O),Carbonates,2
RRUFF,Calcioaravaipaite,PbCa2AlF9,Halides,6
RRUFF,Calcioburbankite,"Na3(Ca,Ce,Sr,La)3(CO3)5",Carbonates,13
RRUFF,Calcioferrite,Ca4MgFe^3+^4(PO4)6(OH)4·12H2O,Phosphates,6
RRUFF,Calciouranoite,"(Ca,Ba,Pb,K,Na)U2O7·5H2O",Oxides / hydroxides,5
RRUFF,Calcite,Ca(CO3),Carbonates,187
RRUFF,Calcurmolite,(Ca1-xNax)2(UO2)3(MoO4)2(OH)6-x·nH2O,Molybdates,6
RRUFF,Calderonite,Pb2Fe^3+^(VO4)2(OH),Vanadates,12
RRUFF,Caledonite,Cu2Pb5(SO4)3(CO3)(OH)6,Carbonates,12
RRUFF,CaLiBO3,?,Unknown formula,6
RRUFF,Callaghanite,Cu2Mg2(CO3)(OH)6·2H2O,Carbonates,8
RRUFF,Calomel,HgCl,Halides,12
RRUFF,Calzirtite,Ca2Zr5Ti2O16,Oxides / hydroxides,8
RRUFF,Camanchacaite,Na[box]CaMg2(AsO4)2[AsO2(OH)2],Arsenates,3
RRUFF,Camaronesite,Fe^3+^2(PO3OH)2(SO4)(H2O)4·1-2H2O,Sulfates,6
RRUFF,Cancrinite,"(Na,Ca,[box])8(Al6Si6)O24(CO3,SO4)2·2H2O",Silicates,30
RRUFF,Cannizzarite,Pb8Bi10S23,Sulfides,2
RRUFF,Canosioite,Ba2Fe^3+^(AsO4)2(OH),Arsenates,2
RRUFF,Carboferriphoxite,[(NH4)K(H2CO3)][Fe^3+^(HPO4)(H2PO4)(C2O4)],Carbonates,3
RRUFF,Carbonatecyanotrichite,Cu4Al2(CO3)(OH)12·2H2O,Carbonates,6
RRUFF,Caresite,Fe^2+^4Al2(OH)12(CO3)·3H2O,Carbonates,8
RRUFF,Carletonite,"KNa4Ca4Si8O18(CO3)4(F,OH)·H2O",Silicates,8
RRUFF,Carlosbarbosaite,(UO2)2Nb2O6(OH)2·2H2O,Oxides / hydroxides,8
RRUFF,Carlosturanite,"(Mg,Fe^2+^,Ti)21(Si,Al)12O28(OH)34·H2O",Silicates,8
RRUFF,Carlsonite,(NH4)5Fe^3+^3O(SO4)6·7H2O,Sulfates,6
RRUFF,Carminite,PbFe^3+^2(AsO4)2(OH)2,Arsenates,14
RRUFF,Carnallite,KMgCl3·6H2O,Oxides / hydroxides,12
RRUFF,Carnotite,K2(UO2)2(VO4)2·3H2O,Vanadates,20
RRUFF,Carpathite,C24H12,Other classes,14
RRUFF,Carpholite,Mn^2+^Al2Si2O6(OH)4,Silicates,5
RRUFF,Carraraite,Ca3Ge(SO4)(CO3)(OH)6·12H2O,Carbonates,6
RRUFF,Carrollite,CuCo2S4,Sulfides,36
RRUFF,Caryinite,NaCaCaMn2(AsO4)3,Arsenates,6
RRUFF,Caryochroite,"(Na,Sr)3(Fe^3+^,Mg)10Ti2Si12O37(H2O,O,OH)17",Silicates,7
RRUFF,Caryopilite,Mn^2+^3Si2O5(OH)4,Silicates,7
RRUFF,Cascandite,CaScSi3O8(OH),Silicates,6
RRUFF,Cassiterite,SnO2,Oxides / hydroxides,93
RRUFF,Castellaroite,Mn^2+^3(AsO4)2·4.5H2O,Arsenates,3
RRUFF,Catapleiite,Na2Zr(Si3O9)·2H2O,Silicates,114
RRUFF,Cattierite,CoS2,Sulfides,6
RRUFF,Cavansite,Ca(V^4+^O)(Si4O10)·4H2O,Silicates,10
RRUFF,Caysichite-(Y),"(Ca,Yb,Er)4Y4(Si8O20)(CO3)6(OH)·7H2O",Silicates,7
RRUFF,Cebaite-(Ce),Ba3Ce2(CO3)5F2,Carbonates,6
RRUFF,Cechite,PbFe^2+^(VO4)(OH),Vanadates,8
RRUFF,Celestine,Sr(SO4),Sulfates,64
RRUFF,Celsian,Ba(Al2Si2O8),Silicates,52
RRUFF,Cerianite-(Ce),CeO2,Oxides / hydroxides,10
RRUFF,Cerite-(CeCa),(Ce7Ca2)[box]Mg(SiO4)3(SiO3OH)4(OH)3,Silicates,11
RRUFF,Cernyite,Cu2CdSnS4,Sulfides,6
RRUFF,Ceruleite,CuAl4(AsO4)2(OH)8(H2O)4,Arsenates,6
RRUFF,Cerussite,Pb(CO3),Carbonates,192
RRUFF,Cervandonite-(Ce),"(Ce,Nd,La)(Fe^3+^,Ti,Fe^2+^,Al)3O2(Si2O7)1-x+y(AsO3)1+x-y(OH)3x-3y",Silicates,6
RRUFF,Cervantite,Sb^3+^Sb^5+^O4,Oxides / hydroxides,12
RRUFF,Cesbronite,Cu3Te^6+^O4(OH)4,Oxides / hydroxides,12
RRUFF,Chabazite-Ca,Ca2[Al4Si8O24]·13H2O,Silicates,76
RRUFF,Chabazite-K,(K2NaCa0.5)[Al4Si8O24]·11H2O,Silicates,6
RRUFF,Chabazite-Na,(Na3K)[Al4Si8O24]·11H2O,Silicates,14
RRUFF,Chabourneite,"AgzTl8-x-zPb4+2xSb40-x-yAsyS68(with0.00≤x≤0.40,16.15≤y≤19.11,0.04≤z≤0.11)",Sulfides,12
RRUFF,Chalcanthite,Cu(SO4)·5H2O,Sulfates,32
RRUFF,Chalcoalumite,CuAl4(SO4)(OH)12·3H2O,Sulfates,6
RRUFF,Chalcocite,Cu2S,Sulfides,36
RRUFF,Chalcomenite,Cu(Se^4+^O3)·2H2O,Oxides / hydroxides,12
RRUFF,Chalconatronite,Na2Cu(CO3)2·3H2O,Carbonates,13
RRUFF,Chalcophanite,ZnMn^4+^3O7·3H2O,Oxides / hydroxides,24
RRUFF,Chalcophyllite,Cu18Al2(AsO4)4(SO4)3(OH)24·36H2O,Arsenates,6
RRUFF,Chalcopyrite,CuFeS2,Sulfides,49
RRUFF,Chalcosiderite,CuFe^3+^6(PO4)4(OH)8·4H2O,Phosphates,12
RRUFF,Chalcostibite,CuSbS2,Sulfides,8
RRUFF,Chambersite,Mn3B7O13Cl,Oxides / hydroxides,15
RRUFF,Chamosite,"(Fe^2+^,Mg,Al,Fe^3+^)6(Si,Al)4O10(OH,O)8",Silicates,16
RRUFF,Changoite,Na2Zn(SO4)2·4H2O,Sulfates,6
RRUFF,Chapmanite,Fe^3+^2Sb^3+^(Si2O5)O3(OH),Silicates,6
RRUFF,Charoite,"(K,Sr,Ba,Mn)15-16(Ca,Na)32[Si70(O,OH)180](OH,F)4·nH2O",Silicates,14
RRUFF,Chayesite,KMg4Fe^3+^[Si12O30],Silicates,16
RRUFF,Chenevixite,CuFe^3+^(AsO4)(OH)2,Arsenates,23
RRUFF,Chenite,CuPb4(SO4)2(OH)6,Sulfates,12
RRUFF,Chenowethite,Mg(H2O)6[(UO2)2(SO4)2(OH)2]·5H2O,Sulfates,3
RRUFF,Chernovite-(Y),Y(AsO4),Arsenates,8
RRUFF,Cherokeeite,[Pb2Zn(OH)4](SO4)·H2O,Sulfates,3
RRUFF,Chervetite,Pb2V^5+^2O7,Oxides / hydroxides,8
RRUFF,Chesnokovite,Na2SiO2(OH)2·8H2O,Silicates,8
RRUFF,Chestermanite,"Mg2(Fe^3+^,Mg,Al,Sb^5+^)O2(BO3)",Borates,6
RRUFF,Chevkinite-(Ce),"Ce4(Ti,Fe^2+^,Fe^3+^)5O8(Si2O7)2",Silicates,12
RRUFF,Chiavennite,CaMn^2+^(BeOH)2Si5O13·2H2O,Silicates,6
RRUFF,Childrenite,Fe^2+^Al(PO4)(OH)2·H2O,Phosphates,15
RRUFF,Chinchorroite,Na2Mg5(As2O7)2(AsO3OH)2(H2O)10,Sulfates,3
RRUFF,Chiolite,Na5Al3F14,Halides,8
RRUFF,Chistyakovaite,Al(UO2)2(AsO4)2F·6.5H2O,Arsenates,6
RRUFF,Chkalovite,Na2BeSi2O6,Silicates,6
RRUFF,Chlorapatite,Ca5(PO4)3Cl,Phosphates,8
RRUFF,Chlorargyrite,AgCl,Halides,2
RRUFF,Chlorartinite,Mg2(CO3)Cl(OH)·2.5H2O,Carbonates,8
RRUFF,Chlorbartonite,K6Fe24S26Cl,Halides,15
RRUFF,Chloritoid,Fe^2+^Al2O(SiO4)(OH)2,Silicates,80
RRUFF,Chlormayenite,Ca12Al14O32[[box]4Cl2],Oxides / hydroxides,2
RRUFF,Chlorophoenicite,"(Mn,Mg,Zn)3Zn2(AsO4)(OH,O)6",Arsenates,6
RRUFF,Chloroquine diphosphate,?,Unknown formula,6
RRUFF,Chloroxiphite,Pb3CuO2Cl2(OH)2,Oxides / hydroxides,6
RRUFF,Choloalite,"(Pb,Ca)3(Cu,Sb)3Te6O18Cl",Oxides / hydroxides,8
RRUFF,Chondrodite,Mg5(SiO4)2F2,Silicates,46
RRUFF,Christelite,Zn3Cu2(SO4)2(OH)6·4H2O,Sulfates,6
RRUFF,Christofschaferite-(Ce),"(Ce,La,Ca)4Mn(Ti,Fe)3(Fe,Ti)(Si2O7)2O8",Silicates,6
RRUFF,Chromatite,CaCr^6+^O4,Oxides / hydroxides,2
RRUFF,Chromite,Fe^2+^Cr2O4,Oxides / hydroxides,12
RRUFF,Chrysoberyl,BeAl2O4,Oxides / hydroxides,70
RRUFF,Chrysocolla,(Cu2-xAlx)H2-xSi2O5(OH)4·nH2O,Silicates,14
RRUFF,Chrysotile,Mg3Si2O5(OH)4,Silicates,14
RRUFF,Chukhrovite-(Ca),Ca3Ca1.5Al2(SO4)F13·12H2O,Sulfates,1
RRUFF,Chukhrovite-(Nd),Ca3NdAl2(SO4)F13·12H2O,Sulfates,8
RRUFF,Churchite-(Y),Y(PO4)·2H2O,Phosphates,8
RRUFF,Cianciulliite,Mg2Mn^2+^Zn2(OH)10·2-4H2O,Oxides / hydroxides,6
RRUFF,Cinnabar,HgS,Sulfides,13
RRUFF,Claraite,"(Cu,Zn)15(CO3)4(AsO4)2(SO4)(OH)14·7H2O",Carbonates,6
RRUFF,Claringbullite,Cu^2+^4FCl(OH)6,Oxides / hydroxides,16
RRUFF,Claudetite,As2O3,Oxides / hydroxides,7
RRUFF,Clausthalite,PbSe,Other classes,8
RRUFF,Cleusonite,"Pb(U^4+^,U^6+^)Fe^2+^2(Ti,Fe^2+^,Fe^3+^)18(O,OH)38",Oxides / hydroxides,6
RRUFF,Cliffordite,UTe^4+^3O9,Oxides / hydroxides,6
RRUFF,Clino-ferro-suenoite,[box]Mn^2+^2Fe^2+^5(Si8O22)(OH)2,Silicates,6
RRUFF,Clinoatacamite,Cu2Cl(OH)3,Oxides / hydroxides,24
RRUFF,Clinobisvanite,Bi(VO4),Vanadates,6
RRUFF,Clinocervantite,Sb^3+^Sb^5+^O4,Oxides / hydroxides,6
RRUFF,Clinochalcomenite,CuSe^4+^O3(H2O)2,Oxides / hydroxides,6
RRUFF,Clinochlore,Mg5Al(AlSi3O10)(OH)8,Silicates,36
RRUFF,Clinoclase,Cu3(AsO4)(OH)3,Arsenates,14
RRUFF,Clinoenstatite,Mg2Si2O6,Silicates,14
RRUFF,Clinofergusonite-(Ce),CeNbO4,Borates,18
RRUFF,Clinofergusonite-(Y),YNbO4,Borates,14
RRUFF,Clinoferroholmquistite,"[box]Li2[Fe^2+^3Al2]Si8O22(OH,F)2",Silicates,6
RRUFF,Clinoferrosilite,Fe^2+^2Si2O6,Silicates,6
RRUFF,Clinohedrite,CaZn(SiO4)·H2O,Silicates,15
RRUFF,Clinohumite,Mg9(SiO4)4F2,Silicates,61
RRUFF,Clinophosinaite,Na3Ca(SiO3)(PO4),Silicates,4
RRUFF,Clinoptilolite-Ca,Ca3(Si30Al6)O72·20H2O,Silicates,46
RRUFF,Clinoptilolite-K,K6(Si30Al6)O72·20H2O,Silicates,6
RRUFF,Clinoptilolite-Na,Na6(Si30Al6)O72·20H2O,Silicates,40
RRUFF,Clinosafflorite,CoAs2,Other classes,6
RRUFF,Clinozoisite,Ca2Al3[Si2O7][SiO4]O(OH),Silicates,81
RRUFF,Clintonite,CaAlMg2(SiAl3O10)(OH)2,Silicates,18
RRUFF,Coalingite,Mg10Fe^3+^2(CO3)(OH)24·2H2O,Carbonates,12
RRUFF,Cobaltarthurite,CoFe^3+^2(AsO4)2(OH)2·4H2O,Arsenates,7
RRUFF,Cobaltaustinite,CaCo(AsO4)(OH),Arsenates,8
RRUFF,Cobaltite,CoAsS,Sulfides,19
RRUFF,Cobaltlotharmeyerite,CaCo2(AsO4)2·2H2O,Arsenates,6
RRUFF,Cobaltomenite,Co(Se^4+^O3)·2H2O,Oxides / hydroxides,13
RRUFF,Coconinoite,Fe^3+^2Al2(UO2)2(PO4)4(SO4)(OH)2·20H2O,Phosphates,6
RRUFF,Coesite,SiO2,Silicates,7
RRUFF,Coffinite,U(SiO4)·nH2O,Silicates,6
RRUFF,Cohenite,CFe3,Other classes,6
RRUFF,Colchicine,?,Unknown formula,12
RRUFF,Colemanite,CaB3O4(OH)3·H2O,Oxides / hydroxides,48
RRUFF,Colinowensite,BaCuSi2O6,Silicates,4
RRUFF,Collinsite,Ca2Mg(PO4)2·2H2O,Phosphates,22
RRUFF,Coloradoite,HgTe,Other classes,6
RRUFF,Colquiriite,CaLiAlF6,Halides,6
RRUFF,Columbite-(Fe),Fe^2+^Nb2O6,Oxides / hydroxides,70
RRUFF,Columbite-(Mn),Mn^2+^Nb2O6,Oxides / hydroxides,10
RRUFF,Colusite,Cu13VAs3S16,Sulfides,6
RRUFF,Comancheite,"Hg^2+^55N^3-^24(NH2,OH)4(Cl,Br)34",Oxides / hydroxides,6
RRUFF,Congolite,Fe^2+^3B7O13Cl,Oxides / hydroxides,12
RRUFF,Conichalcite,CaCu(AsO4)(OH),Arsenates,43
RRUFF,Connellite,Cu36(SO4)(OH)62Cl8·6H2O,Sulfates,7
RRUFF,Cookeite,"(Al,Li)3Al2(Si,Al)4O10(OH)8",Silicates,6
RRUFF,Copiapite,Fe^2+^Fe^3+^4(SO4)6(OH)2·20H2O,Sulfates,6
RRUFF,Copper,Cu,Other classes,11
RRUFF,Coquimbite,AlFe3(SO4)6(H2O)12·6H2O,Sulfates,19
RRUFF,Corderoite,Hg3S2Cl2,Halides,12
RRUFF,Cordierite,Mg2Al4Si5O18,Silicates,112
RRUFF,Cordylite-(Ce),"(Na,Ca,[box])BaCe2(CO3)4(F,O)",Carbonates,5
RRUFF,Corkite,PbFe^3+^3(SO4)(PO4)(OH)6,Phosphates,18
RRUFF,Cornetite,Cu3(PO4)(OH)3,Phosphates,15
RRUFF,Cornwallite,Cu5(AsO4)2(OH)4,Arsenates,14
RRUFF,Coronadite,Pb(Mn^4+^6Mn^3+^2)O16,Oxides / hydroxides,20
RRUFF,Correianevesite,Fe^2+^Mn^2+^2(PO4)2·3H2O,Phosphates,20
RRUFF,Corundum,Al2O3,Oxides / hydroxides,137
RRUFF,Corvusite,"(Na,Ca,K)1-x(V^5+^,V^4+^,Fe^2+^)8O20·4H2O",Oxides / hydroxides,10
RRUFF,Cosalite,Pb2Bi2S5,Sulfides,18
RRUFF,Cotunnite,PbCl2,Halides,6
RRUFF,Covellite,CuS,Sulfides,70
RRUFF,Cowlesite,Ca(Al2Si3)O10·5-6H2O,Silicates,6
RRUFF,Coyoteite,NaFe3S5·2H2O,Oxides / hydroxides,6
RRUFF,Crandallite,CaAl3(PO4)(PO3OH)(OH)6,Phosphates,6
RRUFF,Creaseyite,Cu2Pb2Fe^3+^2Si5O17·6H2O,Silicates,14
RRUFF,Crednerite,CuMnO2,Oxides / hydroxides,6
RRUFF,Creedite,Ca3Al2(SO4)(OH)2F8·2H2O,Sulfates,40
RRUFF,Crichtonite,"Sr(Mn,Y,U)Fe2(Ti,Fe,Cr,V)18(O,OH)38",Oxides / hydroxides,14
RRUFF,Cristobalite,SiO2,Silicates,22
RRUFF,Crocoite,Pb(CrO4),Oxides / hydroxides,99
RRUFF,Cronstedtite,"(Fe^2+^,Fe^3+^)3(Si,Fe^3+^)2O5(OH)4",Silicates,6
RRUFF,Crookesite,Cu7TlSe4,Other classes,6
RRUFF,Cryolite,Na2NaAlF6,Halides,20
RRUFF,Cryolithionite,Na3Al2(LiF4)3,Halides,8
RRUFF,Cuatrocapaite-(NH4),(NH4)3(NaMg[box])(As2O3)6Cl6·16H2O,Oxides / hydroxides,3
RRUFF,Cubanite,CuFe2S3,Sulfides,6
RRUFF,Cubic zirconia,?,Unknown formula,29
RRUFF,Cubothioplumbite,[Pb4(OH)4]Pb(S2O3)3,Oxides / hydroxides,2
RRUFF,Cumengeite,Pb21Cu20Cl42(OH)40·6H2O,Oxides / hydroxides,8
RRUFF,Cuprite,Cu2O,Oxides / hydroxides,40
RRUFF,Cuprocherokeeite,[Pb8Zn3Cu^2+^(OH)16](SO4)4·4H2O,Sulfates,4
RRUFF,Cuproiridsite,Cu(Ir^3+^Ir^4+^)S4,Sulfides,6
RRUFF,Cuprorhodsite,(Cu^1+^0.5Fe^3+^0.5)Rh^3+^2S4,Sulfides,3
RRUFF,Cuprosklodowskite,Cu(UO2)2(SiO3OH)2·6H2O,Silicates,6
RRUFF,Cuprostibite,"Cu2(Sb,Tl)",Other classes,6
RRUFF,Cuprozheshengite,Pb4CuZn2(AsO4)2(PO4)2(OH)2,Phosphates,3
RRUFF,Curienite,Pb(UO2)2(VO4)2·5H2O,Vanadates,8
RRUFF,Curite,Pb3+x[(UO2)4O4+x(OH)3-x]2·2H2O,Oxides / hydroxides,19
RRUFF,Cuspidine,Ca8(Si2O7)2F4,Silicates,21
RRUFF,Cuyaite,Ca2Mn^3+^As^3+^14O24Cl,Oxides / hydroxides,3
RRUFF,CuZnCl(OH)3,?,Unknown formula,6
RRUFF,Cyanochroite,K2Cu(SO4)2·6H2O,Sulfates,6
RRUFF,Cyanotrichite,Cu4Al2(SO4)(OH)12(H2O)2,Sulfates,13
RRUFF,Cylindrite,FePb3Sn4Sb2S14,Sulfides,16
RRUFF,Cymrite,"Ba(Si,Al)4(O,OH)8·H2O",Silicates,6
RRUFF,Cyrilovite,NaFe^3+^3(PO4)2(OH)4·2H2O,Phosphates,6
RRUFF,Dachiardite-Ca,Ca2(Si20Al4)O48·13H2O,Silicates,12
RRUFF,Dachiardite-Na,Na4(Si20Al4)O48·13H2O,Silicates,6
RRUFF,Dacostaite,K(Mg2Al)[Mg(H2O)6]2(AsO4)2F6·2H2O,Arsenates,3
RRUFF,Dadsonite,Pb23Sb25S60Cl,Halides,6
RRUFF,Dalyite,K2ZrSi6O15,Silicates,6
RRUFF,Danalite,Be3Fe^2+^4(SiO4)3S,Silicates,8
RRUFF,Danburite,CaB2Si2O8,Silicates,82
RRUFF,Danielsite,"(Cu,Ag)14HgS8",Sulfides,6
RRUFF,Datolite,CaB(SiO4)(OH),Silicates,80
RRUFF,Davidite-(Ce),"Ce(Y,U)Fe2(Ti,Fe,Cr,V)18(O,OH,F)38",Oxides / hydroxides,8
RRUFF,Davidite-(La),"La(Y,U)Fe2(Ti,Fe,Cr,V)18(O,OH,F)38",Oxides / hydroxides,21
RRUFF,Davidlloydite,Zn3(AsO4)2·4H2O,Arsenates,2
RRUFF,Davisite,CaScAlSiO6,Silicates,3
RRUFF,Davyne,"[(Na,K)6(SO4)0.5Cl][Ca2Cl2][(Si6Al6O24)]",Silicates,13
RRUFF,Dawsonite,NaAl(CO3)(OH)2,Carbonates,20
RRUFF,Decrespignyite-(Y),Y4Cu(CO3)4Cl(OH)5·2H2O,Carbonates,4
RRUFF,Deerite,Fe^2+^6Fe^3+^3(Si6O17)O3(OH)5,Silicates,6
RRUFF,Defernite,Ca6(CO3)1.58(Si2O7)0.21(OH)7[Cl0.50(OH)0.08(H2O)0.42],Silicates,6
RRUFF,Delafossite,Cu^1+^Fe^3+^O2,Oxides / hydroxides,8
RRUFF,Delhayelite,K7Na3Ca5Al2Si14O38F4Cl2,Silicates,13
RRUFF,Demesmaekerite,Pb2Cu5(UO2)2(Se^4+^O3)6(OH)6·2H2O,Oxides / hydroxides,8
RRUFF,Dendoraite-(NH4),(NH4)2NaAl(C2O4)(PO3OH)2(H2O)2,Oxides / hydroxides,4
RRUFF,Denisovite,KCa2Si3O8F,Silicates,8
RRUFF,Denningite,CaMn^2+^Te^4+^4O10,Oxides / hydroxides,6
RRUFF,Derbylite,Fe^3+^4Ti^4+^3Sb^3+^O13(OH),Oxides / hydroxides,6
RRUFF,Derriksite,Cu4(UO2)(Se^4+^O3)2(OH)6,Oxides / hydroxides,6
RRUFF,Desautelsite,Mg6Mn^3+^2(OH)16(CO3)·4H2O,Carbonates,6
RRUFF,Descloizite,PbZn(VO4)(OH),Vanadates,48
RRUFF,Despujolsite,Ca3Mn^4+^(SO4)2(OH)6·3H2O,Sulfates,6
RRUFF,Destinezite,Fe^3+^2(PO4)(SO4)(OH)·6H2O,Phosphates,8
