source,name,formula,class,collapsed_spectra_count
ROD,Segelerite,CaFeH9MgO13P2,Oxides / hydroxides,2
ROD,Shcherbianite,O5V2,Oxides / hydroxides,4
ROD,Siderite,CFeO3,Oxides / hydroxides,2
ROD,Sodium borohydride,BH4Na,Other classes,4
ROD,Sodium iodide,INa,Halides,1
ROD,Sodium nitrate(III),NNaO2,Oxides / hydroxides,4
ROD,SON68 Borosilicate glass,Al9.8B27.8Ca4CrFe5.8Li4Na19.6Ni0.4O177P0.6Si45.1Zn2.5,Silicates,1
ROD,Sphaerobismoite,Bi2O3,Oxides / hydroxides,4
ROD,Steacyite,Ca0.74Ce0.03K0.6Mg0.04Mn0.2Na0.9O20Pb0.01Si8Th0.88,Silicates,1
ROD,Steklite,AlKO8S2,Oxides / hydroxides,1
ROD,Stichtite,C0.118H3.224Cr0.23Mg0.77O2.966,Oxides / hydroxides,2
ROD,Stolzite,O4PbW,Oxides / hydroxides,2
ROD,Strontium Nitrate,N2O6Sr,Oxides / hydroxides,4
ROD,Tantalite,O5Ta2,Oxides / hydroxides,4
ROD,Telluric acid dihydrate,H6O6Te3,Oxides / hydroxides,1
ROD,Thallium(I) bromide,BrTl,Halides,2
ROD,Thallium(I) chloride,ClTl,Halides,2
ROD,Thenardite,Na2O4S,Oxides / hydroxides,4
ROD,Tiptopite,Be3Ca0.36H7.26KLi1.44Na0.84O15.01P3,Oxides / hydroxides,3
ROD,Tobermorite,Ca2.25H7O11Si3,Silicates,1
ROD,tridymite MC,O2Si,Silicates,1
ROD,tridymite MC synthetic,O2Si,Silicates,1
ROD,tridymite MX-1,O2Si,Silicates,1
ROD,tridymite PO-10,O2Si,Silicates,2
ROD,TRISODIUM PHOSPHATE,Na3O4P,Oxides / hydroxides,1
ROD,Tschermigite,AlH28NO20S2,Oxides / hydroxides,1
ROD,Tungsten dioxide,O2W,Oxides / hydroxides,3
ROD,Uchucchacuaite,Ag1.041Mn0.919Pb3S12Sb5.041,Sulfides,1
ROD,Uchucchacuaite,Ag1.049Mn0.901Pb3S12Sb5.049,Sulfides,1
ROD,Unknown,AgO6UV,Oxides / hydroxides,2
ROD,Unknown,Al0.004As0.016Ba0.018Ca0.007Cu0.034Fe0.965H1.494O9P0.003Pb1.924Si0.085V1.836Zn0.009,Silicates,4
ROD,Unknown,Al0.91AsF0.73Fe0.09H0.27Li0.05Na0.95O4.27,Oxides / hydroxides,1
ROD,Unknown,Al1.07Ca3.94Fe2.93H28Mg1.01O40P6Sr0.06,Oxides / hydroxides,1
ROD,Unknown,Al2BaH3Mg1.97Mn0.03O15P3,Oxides / hydroxides,4
ROD,Unknown,Al2Be3O18Si6,Silicates,14
ROD,Unknown,Al2Ca2H6O22Si6Sn,Silicates,1
ROD,Unknown,Al5.88Ca0.94Cl0.48H0.96Na6.4O24.48S3.54Si6.12,Silicates,2
ROD,Unknown,AlNaO8Si3,Silicates,1
ROD,Unknown,As2O3,Oxides / hydroxides,4
ROD,Unknown,AsHMn2O5,Oxides / hydroxides,1
ROD,Unknown,BCaLiO3,Oxides / hydroxides,2
ROD,Unknown,C18H32O2,Oxides / hydroxides,1
ROD,Unknown,C2H2.64Ba0.01Ca0.02Ce0.98F0.14O7.74Sr0.98,Oxides / hydroxides,2
ROD,Unknown,C5Ba0.5Ca1.44Ce0.78Na2.67O15Sr0.55,Oxides / hydroxides,2
ROD,Unknown,CCaO3,Oxides / hydroxides,1
ROD,Unknown,Ca7H2KLi3O38Si12Ti2,Silicates,1
ROD,Unknown,CaH2O8Si2Zn2,Silicates,1
ROD,Unknown,Cr6CuH2O34Pb10Si2,Silicates,1
ROD,Unknown,Cu2H3O10RbS2,Oxides / hydroxides,2
ROD,Unknown,Cu3H4O8Te,Oxides / hydroxides,2
ROD,Unknown,CuFeS2,Sulfides,1
ROD,Unknown,F4LiY,Halides,1
ROD,Unknown,Fe3O4,Oxides / hydroxides,1
ROD,Unknown,FeHO2,Oxides / hydroxides,1
ROD,Unknown,FeS2,Sulfides,1
ROD,Unknown,H4Na2O13Si4Ti,Silicates,2
ROD,Unknown,H7Mg2O8P,Oxides / hydroxides,1
ROD,Unknown,KMnO4,Oxides / hydroxides,2
ROD,Unknown,LiNb3O8,Oxides / hydroxides,2
ROD,Valentinite,O3Sb2,Oxides / hydroxides,3
ROD,Vanadium (IV) oxide,O2V,Oxides / hydroxides,1
ROD,vitreous silica,O2Si,Silicates,2
ROD,Vladimirite,As3Ca4H9O16,Oxides / hydroxides,4
ROD,Vuoriyarvite,H10.3K2.98Na1.22Nb2.2O31.15Si8Ti1.8,Silicates,2
ROD,Walstromite,BaCa2O9Si3,Silicates,2
ROD,Waylandite,Al3Bi0.49Ca0.23H6O14P1.8Si0.2Sr0.28,Silicates,1
ROD,Whiteite-(CaMnMn),Al1.84Ca0.93Fe0.16H18Mg0.04Mn2.96O26P4Zn0.07,Oxides / hydroxides,2
ROD,willemite,O4SiZn2,Silicates,1
ROD,Ytterbia,O3Yb2,Oxides / hydroxides,4
ROD,Yttriaite,O3Y2,Oxides / hydroxides,2
ROD,Zaccagnaite,CH2Al0.333O5Zn0.667,Oxides / hydroxides,2
ROD,Zeophyllite,Ca13F10H12O34Si10,Silicates,1
ROD,Zigrasite,H8MgO12P2Zr,Oxides / hydroxides,2
ROD,Zinc bromide,Br2Zn,Halides,1
ROD,Zincite,OZn,Oxides / hydroxides,1
ROD,Zincobotryogen,Fe1.08H11.25Mg0.2Mn0.25O16S2Zn0.47,Oxides / hydroxides,2
ROD,Zincolivenite,AsCu0.86HO5Zn1.14,Oxides / hydroxides,2
ROD,Zincroselite,As2Ca2H4Mg0.14O10Zn0.86,Oxides / hydroxides,2
ROD,Zinkenite,Pb1.6S7Sb3.4,Sulfides,1
ROD,Zirconia,O2Zr,Oxides / hydroxides,1
ROD,zirconium oxide,O2Zr,Oxides / hydroxides,3
ROD,Zwieselite,FFe2O4P,Oxides / hydroxides,2
RRUFF,Abellaite,NaPb2(CO3)2(OH),Carbonates,3
RRUFF,Abelsonite,NiC31H32N4,Other classes,6
RRUFF,Abhurite,Sn^2+^21O6(OH)14Cl16,Oxides / hydroxides,6
RRUFF,Abramovite,Pb2SnInBiS7,Sulfides,6
RRUFF,Acanthite,Ag2S,Sulfides,12
RRUFF,Actinolite,[box]Ca2(Mg4.5-2.5Fe^2+^0.5-2.5)Si8O22(OH)2,Silicates,228
RRUFF,Adachiite,CaFe^2+^3Al6(Si5AlO18)(BO3)3(OH)3(OH),Silicates,3
RRUFF,Adamite,Zn2(AsO4)(OH),Arsenates,71
RRUFF,Adamsite-(Y),NaY(CO3)2·6H2O,Carbonates,7
RRUFF,Adanite,Pb2(Te^4+^O3)(SO4),Sulfates,6
RRUFF,Adelite,CaMg(AsO4)(OH),Arsenates,12
RRUFF,Aegirine,NaFe^3+^Si2O6,Silicates,116
RRUFF,Aenigmatite,Na4[Fe^2+^10Ti2]O4[Si12O36],Silicates,60
RRUFF,Aerinite,"(Ca,Na)6(Fe^3+^,Fe^2+^,Mg,Al)4(Al,Mg)6Si12O36(OH)12(CO3)·12H2O",Silicates,2
RRUFF,Aeschynite-(Y),Y(TiNb)O6,Oxides / hydroxides,14
RRUFF,Afghanite,"(Na,K)22Ca10(Si24Al24)O96(SO4)6Cl6",Silicates,12
RRUFF,Afmite,Al3(OH)4(H2O)3(PO4)(PO3OH)·H2O,Phosphates,3
RRUFF,Afwillite,Ca3[SiO4][SiO2(OH)2]·2H2O,Silicates,20
RRUFF,Agaite,Pb3Cu^2+^Te^6+^O5(OH)2(CO3),Carbonates,3
RRUFF,Agakhanovite-(Y),YCa[box]2KBe3Si12O30,Silicates,1
RRUFF,Agardite-(Y),YCu^2+^6(AsO4)3(OH)6·3H2O,Arsenates,24
RRUFF,Agrellite,NaCa2Si4O10F,Silicates,4
RRUFF,Agrinierite,K2Ca[(UO2)3O3(OH)2]2·5H2O,Oxides / hydroxides,6
RRUFF,Aheylite,Fe^2+^Al6(PO4)4(OH)8·4H2O,Phosphates,12
RRUFF,Ahlfeldite,Ni(SeO3)·2H2O,Oxides / hydroxides,6
RRUFF,Ahrensite,SiFe2O4,Silicates,2
RRUFF,Aikinite,CuPbBiS3,Sulfides,8
RRUFF,Ajoite,K3Cu^2+^20Al3Si29O76(OH)16·8H2O,Silicates,12
RRUFF,Akatoreite,Mn^2+^9Al2Si8O24(OH)8,Silicates,6
RRUFF,Akermanite,Ca2MgSi2O7,Silicates,44
RRUFF,Akrochordite,MnMn2Mn2(AsO4)2(OH)4(H2O)4,Arsenates,6
RRUFF,Alabandite,MnS,Sulfides,8
RRUFF,Alacranite,As8S9,Sulfides,12
RRUFF,Alamosite,PbSiO3,Silicates,6
RRUFF,Albite,Na(AlSi3O8),Silicates,247
RRUFF,Aldermanite,[Mg(H2O)6][Na(H2O)2Al3(PO4)2(OH)6]·H2O,Phosphates,6
RRUFF,Aldomarinoite,Sr2Mn^3+^(AsO4)2(OH),Arsenates,2
RRUFF,Aleksite,PbBi2Te2S2,Sulfides,6
RRUFF,Alforsite,Ba5(PO4)3Cl,Phosphates,5
RRUFF,Alfredopetrovite,Al2(Se^4+^O3)3·6H2O,Oxides / hydroxides,6
RRUFF,Allabogdanite,"(Fe,Ni)2P",Other classes,6
RRUFF,Allactite,Mn^2+^7(AsO4)2(OH)8,Arsenates,12
RRUFF,Allanite-(Ce),CaCe(Al2Fe^2+^)[Si2O7][SiO4]O(OH),Silicates,27
RRUFF,Allanite-(La),CaLa(Al2Fe^2+^)[Si2O7][SiO4]O(OH),Silicates,6
RRUFF,Allanpringite,Fe^3+^3(PO4)2(OH)3·5H2O,Phosphates,6
RRUFF,Allantoin,C4H6N4O3,Oxides / hydroxides,3
RRUFF,Alleghanyite,Mn^2+^5(SiO4)2(OH)2,Silicates,12
RRUFF,Alloclasite,CoAsS,Sulfides,6
RRUFF,Allophane,Al2O3(SiO2)1.3-2.0·2.5-3.0H2O,Silicates,13
RRUFF,Alloriite,"(Na,K,Ca)24(Na,Ca)4Ca4(Si,Al)48O96(SO4)4(SO3,CO3)2(OH,Cl)2(H2O,OH)4",Silicates,8
RRUFF,Alluaudite,[box]NaMnFe^3+^2(PO4)3,Phosphates,30
RRUFF,Almandine,Fe^2+^3Al2(SiO4)3,Silicates,137
RRUFF,Alpha-D lactose monohydrate,?,Unknown formula,6
RRUFF,AlSO4(OH),?,Unknown formula,4
RRUFF,Alstonite,BaCa(CO3)2,Carbonates,16
RRUFF,Altaite,PbTe,Other classes,4
RRUFF,Alterite,Zn2Fe^3+^4(SO4)4(C2O4)2(OH)4·17H2O,Sulfates,4
RRUFF,Althausite,"Mg4(PO4)2(OH,O)(F,[box])",Phosphates,6
RRUFF,Alum-(K),KAl(SO4)2·12H2O,Sulfates,20
RRUFF,Alum-(Na),NaAl(SO4)2·12H2O,Sulfates,6
RRUFF,Aluminite,Al2(SO4)(OH)4·7H2O,Sulfates,7
RRUFF,Aluminium,Al,Other classes,6
RRUFF,Alumohydrocalcite,CaAl2(CO3)2(OH)4·4H2O,Carbonates,12
RRUFF,Alumoklyuchevskite,K3Cu^2+^3AlO2(SO4)4,Sulfates,7
RRUFF,Alumolukrahnite,CaCu^2+^Al(AsO4)2(OH)(H2O),Arsenates,3
RRUFF,Alunite,KAl3(SO4)2(OH)6,Sulfates,12
RRUFF,Alunogen,Al2(SO4)3(H2O)12·5H2O,Sulfates,14
RRUFF,Amarantite,Fe^3+^2O(SO4)2·7H2O,Sulfates,8
RRUFF,Amber,?,Unknown formula,6
RRUFF,Amblygonite,LiAl(PO4)F,Phosphates,64
RRUFF,Ameghinite,NaB3O3(OH)4,Oxides / hydroxides,6
RRUFF,Amesite,Mg2Al(AlSiO5)(OH)4,Silicates,29
RRUFF,Amicite,K2Na2(Al4Si4O16)·5H2O,Silicates,8
RRUFF,Aminoffite,Ca3(BeOH)2Si3O10,Silicates,6
RRUFF,Ammineite,CuCl2·2NH3,Halides,12
RRUFF,Ammonioalunite,(NH4)Al3(SO4)2(OH)6,Sulfates,6
RRUFF,Ammoniojarosite,(NH4)Fe^3+^3(SO4)2(OH)6,Sulfates,2
RRUFF,Ammonioleucite,(NH4)(AlSi2O6),Silicates,2
RRUFF,Ammoniomathesiusite,(NH4)5(UO2)4(SO4)4(VO5)·4H2O,Sulfates,9
RRUFF,Ammoniozippeite,(NH4)2[(UO2)2(SO4)O2]·H2O,Sulfates,2
RRUFF,Amphibole,?,Unknown formula,6
RRUFF,Amurselite,(NH4)2(UO2)5(SeO3)3O2(OH)2(H2O)·8H2O,Oxides / hydroxides,2
RRUFF,Analcime,Na(AlSi2O6)·H2O,Silicates,76
RRUFF,Anapaite,Ca2Fe^2+^(PO4)2·4H2O,Phosphates,14
RRUFF,Anatase,TiO2,Oxides / hydroxides,42
RRUFF,Ancylite-(Ce),CeSr(CO3)2(OH)·H2O,Carbonates,6
RRUFF,Andalusite,Al2SiO5,Silicates,196
RRUFF,Andersonite,Na2Ca(UO2)(CO3)3·5-6H2O,Carbonates,8
RRUFF,Andradite,Ca3Fe^3+^2(SiO4)3,Silicates,165
RRUFF,Andreybulakhite,Ni(C2O4)·2H2O,Oxides / hydroxides,5
RRUFF,Anglesite,Pb(SO4),Sulfates,98
RRUFF,Anhydrite,Ca(SO4),Sulfates,71
RRUFF,Anilite,Cu7S4,Sulfides,12
RRUFF,Ankerite,"Ca(Fe^2+^,Mg)(CO3)2",Carbonates,52
RRUFF,Ankinovichite,NiAl4(V^5+^O3)2(OH)12·2H2O,Oxides / hydroxides,6
RRUFF,Annabergite,Ni3(AsO4)2·8H2O,Arsenates,14
RRUFF,Annite,KFe^2+^3(AlSi3O10)(OH)2,Silicates,80
RRUFF,Anorpiment,As2S3,Sulfides,6
RRUFF,Anorthite,Ca(Al2Si2O8),Silicates,155
RRUFF,Anorthoroselite,Ca2Co(AsO4)2·2H2O,Arsenates,6
RRUFF,Anthoinite,AlWO3(OH)3,Oxides / hydroxides,8
RRUFF,Anthophyllite,[box]Mg2Mg5Si8O22(OH)2,Silicates,8
RRUFF,Anthraxolite,?,Unknown formula,1
RRUFF,Antigorite,Mg3Si2O5(OH)4,Silicates,6
RRUFF,Antimony,Sb,Other classes,13
RRUFF,Antipinite,KNa3Cu2(C2O4)4,Oxides / hydroxides,6
RRUFF,Antlerite,Cu^2+^3(SO4)(OH)4,Sulfates,14
RRUFF,Apachite,Cu^2+^9Si10O29·11H2O,Silicates,8
RRUFF,Aphthitalite,K3Na(SO4)2,Sulfates,6
RRUFF,Apjohnite,Mn^2+^Al2(SO4)4·22H2O,Sulfates,6
RRUFF,Apuanite,(Fe^2+^Fe^3+^2)(Fe^3+^2Sb^3+^4)O12S,Oxides / hydroxides,6
RRUFF,Aqualite,"(H3O)8(Na,K,Sr)5Ca6Zr3Si26O66(OH)9Cl",Silicates,6
RRUFF,Aragonite,Ca(CO3),Carbonates,77
RRUFF,Arakiite,ZnMn^2+^12Fe^3+^2(As^3+^O3)(As^5+^O4)2(OH)23,Oxides / hydroxides,11
RRUFF,Aramayoite,"Ag3Sb2(Bi,Sb)S6",Sulfides,6
RRUFF,Arapovite,"(K1-x[box]x)(Ca,Na)2U^4+^Si8O20[x≈0.5]",Silicates,4
RRUFF,Aravaipaite,Pb3AlF9·H2O,Oxides / hydroxides,14
RRUFF,Ardealite,Ca2(PO3OH)(SO4)·4H2O,Sulfates,6
RRUFF,Ardennite-(As),Mn^2+^4Al4(AlMg)(AsO4)(SiO4)2(Si3O10)(OH)6,Silicates,6
RRUFF,Arfvedsonite,NaNa2(Fe^2+^4Fe^3+^)Si8O22(OH)2,Silicates,52
RRUFF,Argentobaumhauerite,Ag1.5Pb22As33.5S72,Sulfides,6
RRUFF,Argentojarosite,AgFe^3+^3(SO4)2(OH)6,Sulfates,16
RRUFF,Argentopyrite,AgFe2S3,Sulfides,22
RRUFF,Argyrodite,Ag8GeS6,Sulfides,8
RRUFF,Arhbarite,Cu2Mg(AsO4)(OH)3,Arsenates,8
RRUFF,Arisite-(La),NaLa2(CO3)2[F2x(CO3)1-x]F,Carbonates,8
RRUFF,Armalcolite,"(Mg,Fe^2+^)Ti2O5",Oxides / hydroxides,18
RRUFF,Armangite,Mn^2+^26[As^3+^6(OH)4O14][As^3+^6O18]2(CO3),Carbonates,12
RRUFF,Arrojadite-(KFe),(KNa)Fe^2+^(CaNa2)Fe^2+^13Al(PO4)11(PO3OH)(OH)2,Phosphates,7
RRUFF,Arrojadite-(KNa),KNa3(CaNa2)Fe^2+^13Al(PO4)11(PO3OH)(OH)2,Phosphates,8
RRUFF,Arrojadite-(NaFe),?,Unknown formula,8
RRUFF,Arsenbrackebuschite,"Pb2(Fe^3+^,Zn)(AsO4)2(OH,H2O)",Arsenates,6
RRUFF,Arsendescloizite,PbZn(AsO4)(OH),Arsenates,12
RRUFF,Arsenic,As,Other classes,8
RRUFF,Arseniopleite,NaCaMnMn2(AsO4)3,Arsenates,13
RRUFF,Arseniosiderite,Ca2Fe^3+^3O2(AsO4)3·3H2O,Arsenates,12
RRUFF,Arsenogorceixite,BaAl3(AsO4)(AsO3OH)(OH)6,Arsenates,8
RRUFF,Arsenohauchecornite,Ni18Bi3AsS16,Sulfides,7
RRUFF,Arsenolamprite,As,Other classes,6
RRUFF,Arsenolite,As2O3,Oxides / hydroxides,17
RRUFF,Arsenopyrite,FeAsS,Sulfides,51
RRUFF,Arsentsumebite,Pb2Cu(AsO4)(SO4)(OH),Arsenates,18
RRUFF,Arsenuranospathite,Al(UO2)2(AsO4)2F·20H2O,Arsenates,8
RRUFF,Artemisinin,?,Unknown formula,6
RRUFF,Artesunate,?,Unknown formula,24
RRUFF,Arthurite,CuFe^3+^2(AsO4)2(OH)2·4H2O,Arsenates,6
RRUFF,Artinite,Mg2(CO3)(OH)2·3H2O,Carbonates,16
RRUFF,Artroeite,PbAlF3(OH)2,Oxides / hydroxides,8
RRUFF,Asbecasite,Ca3TiAs6Be2Si2O20,Silicates,5
RRUFF,Asbolane,"Mn^4+^(O,OH)2·(Co,Ni,Mg,Ca)x(OH)2x·nH2O",Oxides / hydroxides,13
RRUFF,Aschamalmite,Pb6-3xBi2+xS9,Sulfides,8
RRUFF,Asgruvanite-(Ce),Ce16Ca5Al(SiO4)6(AsO3)8(CO3)2Cl4F3(OH)2,Silicates,3
RRUFF,Ashburtonite,HCu4Pb4Si4O12(HCO3)4(OH)4Cl,Silicates,12
RRUFF,Ashcroftine-(Y),K5Na5Y12Si28O70(OH)2(CO3)8·8H2O,Silicates,6
RRUFF,Asisite,Pb7SiO8Cl2,Silicates,6
RRUFF,Aspedamite,"[box]12(Fe^3+^,Fe^2+^)3Nb4[Th(Nb,Fe^3+^)12O42][(H2O),(OH)]12",Oxides / hydroxides,3
RRUFF,Aspirin,?,Unknown formula,27
RRUFF,Astrophyllite,K2NaFe^2+^7Ti2(Si4O12)2O2(OH)4F,Silicates,114
RRUFF,Atacamite,Cu2Cl(OH)3,Oxides / hydroxides,30
RRUFF,Atelestite,Bi2O(AsO4)(OH),Arsenates,8
RRUFF,Atelisite-(Y),Y4Si3O8(OH)8,Silicates,6
RRUFF,Atencioite,Ca2Fe^2+^3Mg2Be4(PO4)6(OH)4·6H2O,Phosphates,6
RRUFF,Atenolol,?,Unknown formula,12
RRUFF,Atorvastatin,?,Unknown formula,12
RRUFF,Attikaite,Ca3Cu2Al2(AsO4)4(OH)4·2H2O,Arsenates,7
RRUFF,Aubertite,Cu^2+^Al(SO4)2Cl·14H2O,Sulfates,6
RRUFF,Augelite,Al2(PO4)(OH)3,Phosphates,54
RRUFF,Augite,"(Ca,Mg,Fe)2Si2O6",Silicates,112
RRUFF,Aurichalcite,"(Zn,Cu)5(CO3)2(OH)6",Carbonates,14
RRUFF,Aurostibite,AuSb2,Other classes,5
RRUFF,Austinite,CaZn(AsO4)(OH),Arsenates,6
RRUFF,Avdoninite,K2Cu5Cl8(OH)4·2H2O,Oxides / hydroxides,13
RRUFF,Avicennite,Tl2O3,Oxides / hydroxides,6
RRUFF,Avogadrite,KBF4,Halides,6
RRUFF,Awaruite,Ni3Fe,Other classes,13
RRUFF,Axinite-(Fe),Ca4Fe^2+^2Al4[B2Si8O30](OH)2,Silicates,329
RRUFF,Axinite-(Mg),Ca4Mg2Al4[B2Si8O30](OH)2,Silicates,6
RRUFF,Axinite-(Mn),Ca4Mn^2+^2Al4[B2Si8O30](OH)2,Silicates,22
RRUFF,Azurite,Cu3(CO3)2(OH)2,Carbonates,80
RRUFF,Babingtonite,Ca2Fe^2+^Fe^3+^Si5O14(OH),Silicates,25
RRUFF,Baddeleyite,ZrO2,Oxides / hydroxides,83
RRUFF,Bahianite,Al5Sb^5+^3O14(OH)2,Oxides / hydroxides,14
RRUFF,Bairdite,Pb2Cu^2+^4Te^6+^2O10(OH)2(SO4)·H2O,Sulfates,9
RRUFF,Bakerite,Ca4B5(SiO4)3(O3(OH)5),Silicates,8
RRUFF,Bakhchisaraitsevite,Na2Mg5(PO4)4·7H2O,Phosphates,6
RRUFF,Balangeroite,Mg21Si8O27(OH)20,Silicates,6
RRUFF,Bannisterite,"(Ca,K,Na)(Mn^2+^,Fe^2+^)10(Si,Al)16O38(OH)8·nH2O",Silicates,6
RRUFF,Baotite,"Ba4(Ti,Nb,W)8O16(SiO3)4Cl",Silicates,14
RRUFF,Barbosalite,Fe^2+^Fe^3+^2(PO4)2(OH)2,Phosphates,6
RRUFF,Bariandite,"Al0.6(V^5+^,V^4+^)8O20·9H2O",Oxides / hydroxides,6
RRUFF,Baricite,"(Mg,Fe)3(PO4)2·8H2O",Phosphates,6
RRUFF,Bario-olgite,"Na(Na,Sr,Ce)2Ba(PO4)2",Phosphates,6
RRUFF,Barioperovskite,BaTiO3,Oxides / hydroxides,4
RRUFF,Bariopharmacosiderite,Ba0.5Fe^3+^4(AsO4)3(OH)4·5H2O,Arsenates,6
RRUFF,Barlowite,Cu4BrF(OH)6,Oxides / hydroxides,6
RRUFF,Barnesite,Na2V^5+^6O16·3H2O,Oxides / hydroxides,3
RRUFF,Barrerite,Na2(Si7Al2)O18·6H2O,Silicates,32
RRUFF,Barringerite,"(Fe,Ni)2P",Other classes,8
RRUFF,Bartelkeite,PbFe^2+^Ge(Ge2O7)(OH)2·H2O,Oxides / hydroxides,6
RRUFF,Barylite,BaBe2Si2O7,Silicates,15
RRUFF,Barysilite,Pb8Mn(Si2O7)3,Silicates,37
RRUFF,Baryte,Ba(SO4),Sulfates,222
RRUFF,Barytocalcite,BaCa(CO3)2,Carbonates,16
RRUFF,Barytolamprophyllite,(BaK)Ti2Na3Ti(Si2O7)2O2(OH)2,Silicates,8
RRUFF,Bassetite,Fe^2+^(UO2)2(PO4)2(H2O)10,Phosphates,7
RRUFF,Bastnasite-(Ce),Ce(CO3)F,Carbonates,31
RRUFF,Bastnasite-(La),La(CO3)F,Carbonates,5
RRUFF,Baumhauerite,Pb12As16S36,Sulfides,8
RRUFF,Bavenite,Ca4Be2+xAl2-xSi9O26-x(OH)2+x(x=0to1),Silicates,24
RRUFF,Bavsiite,Ba2V2O2[Si4O12],Silicates,6
RRUFF,Bayldonite,Cu3PbO(AsO3OH)2(OH)2,Sulfates,14
RRUFF,Bayleyite,Mg2(UO2)(CO3)3·18H2O,Carbonates,6
RRUFF,Bazhenovite,Ca8S5(S2O3)(OH)12·20H2O,Oxides / hydroxides,6
RRUFF,Beaverite-(Cu),Pb(Fe^3+^2Cu)(SO4)2(OH)6,Sulfates,6
RRUFF,Behierite,Ta(BO4),Borates,6
RRUFF,Behoite,Be(OH)2,Oxides / hydroxides,20
RRUFF,Belakovskiite,Na7(UO2)(SO4)4(SO3OH)(H2O)3,Sulfates,2
RRUFF,Belendorffite,Cu7Hg6,Other classes,7
RRUFF,Bellbergite,"(K,Ba,Sr)2Sr2Ca2(Ca,Na)4(Si,Al)36O72·30H2O",Silicates,6
RRUFF,Bellingerite,Cu3(IO3)6·2H2O,Oxides / hydroxides,8
RRUFF,Belovite-(Ce),NaCeSr3(PO4)3F,Phosphates,4
RRUFF,Benavidesite,Pb4MnSb6S14,Sulfides,6
RRUFF,Bendadaite,Fe^2+^Fe^3+^2(AsO4)2(OH)2·4H2O,Arsenates,8
RRUFF,Benitoite,BaTiSi3O9,Silicates,18
RRUFF,Benjaminite,Ag3Bi7S12,Sulfides,7
RRUFF,Benleonardite,"Ag15Cu(Sb,As)2S7Te4",Sulfides,8
RRUFF,Benstonite,Ba6Ca6Mg(CO3)13,Carbonates,8
RRUFF,Benyacarite,(H2O)2Mn2(Ti2Fe^3+^)(PO4)4(OF)(H2O)10·4H2O,Phosphates,6
RRUFF,Beraunite,Fe^3+^6(PO4)4O(OH)4·6H2O,Phosphates,12
RRUFF,Berborite,Be2(BO3)(OH)·H2O,Borates,2
RRUFF,Bergslagite,CaBe(AsO4)(OH),Arsenates,6
RRUFF,Berlinite,Al(PO4),Phosphates,6
RRUFF,Bermanite,Mn^2+^Mn^3+^2(PO4)2(OH)2·4H2O,Phosphates,6
RRUFF,Bernardevansite,Al2(Se^4+^O3)3·6H2O,Oxides / hydroxides,6
RRUFF,Berndlehmannite,Cu(CrV)S4,Sulfides,2
RRUFF,Berthierine,"(Fe^2+^,Fe^3+^,Al)3(Si,Al)2O5(OH)4",Silicates,6
RRUFF,Berthierite,FeSb2S4,Sulfides,7
RRUFF,Bertossaite,Li2CaAl4(PO4)4(OH)4,Phosphates,6
RRUFF,Bertrandite,Be4Si2O7(OH)2,Silicates,38
RRUFF,Beryl,Be3Al2Si6O18,Silicates,292
RRUFF,Beryllonite,NaBe(PO4),Phosphates,28
RRUFF,Berzelianite,Cu2-xSe(x≈0.12),Other classes,14
RRUFF,Berzeliite,(NaCa2)Mg2(AsO4)3,Arsenates,6
RRUFF,Betekhtinite,"(Cu,Fe)21Pb2S15",Sulfides,6
RRUFF,Betpakdalite-CaMg,[Ca2(H2O)17Mg(H2O)6][Mo^6+^8As^5+^2Fe^3+^3O36(OH)],Oxides / hydroxides,6
RRUFF,Beudantite,PbFe^3+^3(AsO4)(SO4)(OH)6,Arsenates,39
RRUFF,Beusite,Mn^2+^Mn^2+^2(PO4)2,Phosphates,6
RRUFF,Bianchite,Zn(SO4)·6H2O,Sulfates,7
RRUFF,Bieberite,Co(SO4)·7H2O,Sulfates,8
RRUFF,Bigcreekite,BaSi2O5·4H2O,Silicates,8
RRUFF,Bikitaite,LiAlSi2O6·H2O,Silicates,62
RRUFF,Bilinite,Fe^2+^Fe^3+^2(SO4)4·22H2O,Sulfates,7
RRUFF,Billietite,Ba(UO2)6O4(OH)6·8H2O,Oxides / hydroxides,15
RRUFF,Billingsleyite,Ag7AsS6,Sulfides,6
RRUFF,Bindheimite,Pb2Sb^5+^2O7,Oxides / hydroxides,8
RRUFF,Biphosphammite,(NH4)H2(PO4),Phosphates,17
RRUFF,Birchite,Cd2Cu2(PO4)2(SO4)·5H2O,Phosphates,6
RRUFF,Bisbeeite,?,Unknown formula,6
RRUFF,Bismite,Bi2O3,Oxides / hydroxides,7
RRUFF,Bismoclite,BiOCl,Oxides / hydroxides,6
RRUFF,Bismuth,Bi,Other classes,13
RRUFF,Bismuthinite,Bi2S3,Sulfides,18
RRUFF,Bismutite,Bi2O2(CO3),Carbonates,12
RRUFF,Bismutotantalite,BiTaO4,Oxides / hydroxides,12
RRUFF,Bixbyite-(Fe),Fe^3+^2O3,Oxides / hydroxides,2
RRUFF,Bjarebyite,BaMn^2+^2Al2(PO4)3(OH)3,Phosphates,12
RRUFF,Blatonite,(UO2)(CO3)·H2O,Carbonates,2
RRUFF,Blixite,Pb8O5(OH)2Cl4,Oxides / hydroxides,6
RRUFF,Blodite,Na2Mg(SO4)2·4H2O,Sulfates,15
